"our little",-1393.54,-1273.8,P
"URL: http:",-1005.69,-1061.46,S
"interview ",-423.25,-461.75,S
"hl & p vol",-92.29,-104.57,S
"Linux: the",-136.34,-143.31,S
"PUBLIC ANN",-435.15,-414.87,P
"gracious m",-222.86,-206.04,P
"re : fyi t",-327.67,-327.02,P
"It was the",-4971.94,-4720.68,P
"when was t",-129.82,-120.55,P
"is it funn",-316.11,-307.23,P
"coling / a",-2007.51,-2398.85,S
"I don't kn",-435.87,-453.52,S
"california",-952.81,-1033.46,S
"Does Your ",-291.56,-265.95,P
"i ' d like",-1730.71,-1630.14,P
"ubs warbur",-668.32,-676.84,S
"re : sddp ",-335.61,-366.32,S
"On Tue, 10",-592.94,-634.02,S
"MR. AYANDA",-1082.04,-1039.86,P
"re : boost",-7948.72,-7317.32,P
"computer h",-95.39,-97.77,S
"qs : serra",-2499.9,-2736.36,S
"empty",-8.75,-8.4,P
"On Sat, Au",-228.91,-247.45,S
"do you own",-380.74,-359.37,P
" re have t",-541.53,-576.85,S
"ad : stop ",-822.97,-749.91,P
"re : budge",-255.56,-276.45,S
"fw : merge",-409.69,-427.51,S
"Untitled D",-47.48,-35.89,P
"april - - ",-178.56,-199.69,S
"nytimes . ",-2084.05,-2141.83,S
"eacl ' 99 ",-2928.32,-3327.12,S
"So whats t",-190.33,-206.09,S
"	Aren't As",-1938.96,-1970.07,S
"developmen",-4708.11,-5566.85,S
"award noti",-1100.15,-1001.06,P
"hi hello ,",-185.33,-157.06,P
"4 / 20 ame",-255.18,-277.51,S
"award winn",-1791.87,-1654.24,P
"Takers gal",-198.78,-215.62,S
"Save up to",-301.57,-274.68,P
"journal of",-2914.3,-3478.99,S
"query : vo",-201.48,-224.16,S
"appel : eu",-2656.72,-2935.42,S
"On Wednesd",-188.26,-207.73,S
"fw : east ",-609.55,-648.84,S
"review of ",-6523.77,-7531.08,S
"Shopper Ne",-302.4,-302.05,P
"december c",-836.56,-952.79,S
"california",-2576.82,-2770.35,S
"On Wed, Ju",-472.11,-510.37,S
"New Accoun",-1149.98,-1015.07,P
"├»┬┐┬¢├»┬┐",-143.12,-125.13,P
"( fwd ) re",-584.24,-673.64,S
"re : docto",-209.67,-202.02,P
"Yo Mark,Ha",-501.45,-530.31,S
"extending ",-3209.03,-3352.93,S
"   Date: W",-1291.12,-1372.19,S
"social sci",-842.38,-942.7,S
"re : cute ",-38.64,-37.94,P
"CNET Inves",-2103.17,-2128.84,S
"re : simon",-146.84,-162.92,S
"re : 3 . 3",-1429.95,-1599.55,S
"service up",-157.83,-153.07,P
"Digital Pu",-498.77,-463.93,P
"enron euro",-501.47,-540.91,S
"start date",-79.14,-89.95,S
"I have a s",-753.82,-776.82,S
"re : 3 . 3",-672.75,-763.8,S
"lowest pos",-1024.45,-954.88,P
"epistemolo",-477.43,-437.79,P
"re : integ",-995.82,-1125.64,S
"bonanza 50",-1855.42,-1784.64,P
"esl curric",-269.17,-283.32,S
"schedule c",-691.99,-792.94,S
"empty",-8.75,-8.4,P
"Establishe",-587.21,-552.1,P
"= ? iso - ",-137.53,-132.28,P
"lrec works",-2078.79,-2338.75,S
"enron meth",-184.45,-200.33,S
"job postin",-942.57,-1143.23,S
"wish for a",-154.59,-132.22,P
"@ jones : ",-131.96,-141.73,S
"hello . hi",-1692.22,-1609.47,P
"On Fri, Ju",-397.59,-423.15,S
"do you fee",-794.03,-767.43,P
"URL: http:",-565.25,-591.09,S
"cilca vii ",-317.6,-371.6,S
"----- Orig",-116.07,-115.14,P
"> First yo",-462.48,-472.67,S
"BIG 12 OR ",-342.08,-331.5,P
"Congratula",-304.36,-269.79,P
"re : frida",-780.16,-851.68,S
"australian",-440.68,-540.06,S
"Update of ",-80.44,-81.96,S
"re : resum",-558.18,-607.73,S
"MR MABO LO",-986.99,-924.16,P
"summary : ",-2380.98,-2603.96,S
"bu conf . ",-1800.21,-2095.72,S
"10 million",-1566.08,-1465.53,P
"> > Though",-532.24,-547.03,S
"Don Newcom",-409.56,-444.3,S
"mr . wolff",-202.21,-188.27,P
"I received",-202.88,-208.48,S
"Do you wan",-296.54,-275.8,P
"8 x longer",-240.57,-221.65,P
"Leave it t",-447.24,-458.96,S
"new love t",-163.02,-147.88,P
"popularity",-1538.86,-1358.5,P
"Ian Andrew",-718.15,-737.91,S
"Russell Tu",-283.75,-302.53,S
"is her mot",-348.18,-334.34,P
"re : confe",-666.64,-743.54,S
"the econom",-898.33,-883.93,P
"re [ 1 ] :",-483.58,-461.79,P
"fw : first",-411.74,-427.37,S
"re : cours",-537.93,-577.32,S
"schedule c",-72.16,-82.36,S
"best deals",-20.56,-20.07,P
"foreign la",-2860.15,-3390.34,S
"On Tue, 20",-372.3,-401.66,S
"Original M",-1391.09,-1461.15,S
"q 3 compar",-181.51,-193.09,S
"├é┬á├é┬áDe",-438.32,-389.97,P
"URL: http:",-351.82,-362.06,S
"GREEN CARD",-24.51,-24.18,P
"Dear Consu",-2570.8,-2372.23,P
"The tech s",-2365.21,-2390.53,S
"Note: This",-1864.75,-1671.55,P
"historical",-677.89,-794.51,S
"URL: http:",-379.35,-393.33,S
"lone star ",-293.95,-315.91,S
"creating s",-3290.42,-3746.01,S
"URL: http:",-57.21,-59.26,S
"URL: http:",-19.07,-21.79,S
"tromsoe co",-464.62,-572.71,S
"new graph ",-768.23,-798.5,S
" We won't ",-540.82,-512.34,P
"> It also ",-484.63,-511.22,S
"a wide ran",-115.32,-109.95,P
"14th compa",-218.29,-276.18,S
"if you arr",-978.23,-1003.63,S
"Gordon Moh",-117.18,-121.97,S
"microcap c",-1705.71,-1583.74,P
"[ none ] c",-484.0,-465.91,P
"entrust yo",-264.3,-229.38,P
"surprise y",-1151.84,-1054.91,P
"start date",-79.14,-89.95,S
"Eirikur Ha",-30.06,-37.4,S
"For your s",-421.46,-402.47,P
"empty",-8.75,-8.4,P
"--- In for",-117.21,-123.5,S
"workshop o",-2216.9,-2553.88,S
"revised we",-67.81,-70.91,S
"sum : gree",-342.47,-392.58,S
"re : model",-203.47,-215.93,S
"we qiut pa",-140.94,-133.3,P
"schedule c",-670.26,-767.58,S
"**********",-853.08,-808.53,P
"start date",-79.14,-89.95,S
"dependency",-1040.1,-1139.48,S
"audit poin",-169.69,-183.47,S
"greatest o",-211.94,-184.91,P
"Dan Kohn  ",-1103.25,-1144.66,S
"pd : praca",-304.04,-324.69,S
"Slim Facto",-343.47,-327.33,P
"re : cv of",-569.77,-651.14,S
"re : mscf ",-973.24,-1044.71,S
"branded so",-74.89,-70.03,P
"Download D",-3795.34,-3803.47,S
"california",-2181.09,-2306.26,S
"txu contra",-250.53,-265.68,S
"the instal",-132.8,-134.06,S
"localized ",-234.24,-212.13,P
"confidant ",-1259.68,-1205.38,P
"URL: http:",-0.5,-0.93,S
"Foundstone",-1174.21,-1219.48,S
"Thanks Mat",-41.9,-46.1,S
"account no",-1139.97,-1113.57,P
"I wonder i",-116.58,-125.48,S
"fw : filli",-713.18,-763.17,S
"another ad",-340.11,-370.92,S
"comparativ",-1433.9,-1648.91,S
"fyi : hell",-474.47,-519.84,S
"(pace Gira",-1059.89,-1084.22,S
"start date",-79.14,-89.95,S
"hello agai",-518.4,-517.79,P
"URGENT NOT",-1493.4,-1414.51,P
"limited ti",-188.99,-178.78,P
"failure no",-595.53,-572.69,P
"re : model",-582.46,-626.61,S
"Content-Ty",-5043.87,-4970.75,P
"re : mark ",-14.25,-18.85,S
"schedule c",-72.16,-82.36,S
"rumors tha",-385.95,-398.52,S
"huge oem s",-357.03,-329.26,P
"eBays trus",-446.27,-471.21,S
"Once upon ",-481.49,-515.55,S
"Quoting De",-540.18,-556.03,S
"telephone ",-295.65,-323.09,S
"final list",-161.33,-169.75,S
"ly : high ",-654.2,-601.4,P
"Rick Moen ",-551.39,-585.45,S
"Lowest Rat",-335.48,-317.94,P
"re : natur",-519.04,-587.34,S
"empty",-8.75,-8.4,P
"need a pho",-238.6,-231.7,P
"empty",-8.75,-8.4,P
"quotepool ",-1010.99,-966.94,P
"penny flye",-2314.87,-2152.15,P
"my doctor ",-33.72,-31.91,P
"URL: http:",-438.32,-454.86,S
"= ? utf - ",-222.02,-202.54,P
"Internet S",-1036.69,-1039.31,S
"empty",-8.75,-8.4,P
"i though t",-45.98,-51.64,S
"update you",-628.24,-533.69,P
"Once upon ",-491.58,-524.08,S
"penls enla",-28.71,-25.16,P
"document m",-1180.52,-1150.89,P
"URL: http:",-100.56,-102.41,S
"discourse ",-1184.63,-1427.66,S
"Dear Sir,I",-1367.0,-1299.89,P
"graphic de",-372.88,-346.01,P
"empty",-8.75,-8.4,P
"sweet cele",-321.33,-309.53,P
"viagra , c",-163.74,-147.26,P
"congratula",-1184.09,-1066.62,P
"dine out a",-132.91,-123.61,P
"master vs ",-381.88,-395.55,S
"opm survey",-649.56,-677.87,S
"april , 20",-16.92,-22.47,S
"flash : lo",-55.04,-57.09,S
"empty",-8.75,-8.4,P
"summary ju",-437.46,-490.33,S
"ethane ele",-375.68,-398.28,S
"In fact, C",-5403.9,-5538.21,S
"URL: http:",-10.38,-9.81,P
"e & p asse",-129.93,-135.69,S
"browse our",-533.61,-484.29,P
"ee agrmts ",-78.43,-79.67,S
"attention ",-36.89,-36.95,S
"re : june ",-275.1,-305.37,S
"latest qem",-325.13,-290.57,P
"start date",-79.14,-89.95,S
"fw : csfb ",-2276.46,-2385.22,S
"Malte S. S",-164.83,-169.51,S
"japanese /",-2479.83,-3109.45,S
"thats how ",-275.51,-250.07,P
"> ... > At",-1624.72,-1739.39,S
"phonetics ",-1577.33,-1840.34,S
"your logo ",-247.31,-217.65,P
"cialis , v",-150.01,-127.42,P
"how's abou",-242.02,-251.04,S
"claim your",-25.94,-23.05,P
"bulk email",-11203.29,-10415.98,P
"top qualit",-318.76,-279.1,P
"book : nlp",-952.24,-1105.37,S
"looking fo",-221.16,-198.55,P
"use Perl D",-623.65,-667.94,S
"re : yes .",-208.29,-228.88,S
"+ cialis o",-111.65,-101.94,P
"maintenanc",-184.98,-195.42,S
"important ",-351.4,-357.04,S
"house warm",-417.46,-423.78,S
"<!-- body ",-5817.55,-5784.43,P
"empty",-8.75,-8.4,P
"I paid for",-145.55,-148.11,S
"re : techn",-528.66,-572.33,S
"From: fork",-404.53,-418.86,S
"bullets so",-125.44,-132.6,S
"how to mak",-446.19,-420.16,P
"re : integ",-1429.25,-1580.14,S
"re : var a",-31.14,-37.8,S
"re : re : ",-34.24,-38.45,S
"entex apr ",-324.21,-331.89,S
"We were si",-435.33,-449.43,S
"URL: http:",-92.03,-94.32,S
"real time ",-55.57,-56.12,S
"re : mg me",-1121.61,-1198.37,S
"important ",-64.99,-62.83,P
"http://www",-138.14,-143.63,S
"URL: http:",-70.11,-72.77,S
"> I'm sure",-108.91,-105.79,P
"Beautiful,",-241.37,-228.42,P
"transport ",-75.97,-82.38,S
"query repe",-236.29,-272.47,S
"Just wonde",-87.46,-92.08,S
"mr . cole ",-406.78,-387.81,P
"software u",-384.03,-363.37,P
"3 . 543 pl",-347.78,-379.26,S
"meter 0074",-84.79,-102.86,S
"first issu",-652.66,-818.61,S
"pictures c",-272.15,-255.44,P
"get the be",-254.98,-230.11,P
"monthly ma",-120.71,-129.01,S
"enron / hp",-29.99,-35.88,S
"cleburne g",-65.8,-78.51,S
"URL: http:",-0.5,-0.93,S
"On Thu, 20",-303.9,-319.16,S
"Hi all,I'm",-129.08,-127.98,P
"org chart ",-165.25,-180.45,S
"save your ",-63.24,-53.21,P
"URL: http:",-142.72,-138.39,P
"Untitled D",-435.38,-399.94,P
"Dear Consu",-2546.77,-2351.61,P
"change in ",-127.22,-128.6,S
"empty",-8.75,-8.4,P
"nicole . .",-771.76,-712.75,P
"URL: http:",-816.18,-850.52,S
"re : frank",-1140.23,-1183.4,S
"use Perl D",-149.39,-164.59,S
"maths cour",-839.51,-924.29,S
"letter to ",-329.85,-353.45,S
"IS YOUR BU",-278.23,-249.19,P
"find off s",-135.28,-114.64,P
"avoid payi",-248.18,-222.72,P
"yates ener",-74.18,-95.27,S
"buy 1 get ",-760.39,-715.23,P
"gash ado 0",-527.4,-479.07,P
"greatly im",-864.25,-852.42,P
"scientists",-249.3,-263.91,S
"eurovision",-272.22,-262.98,P
"> Are you ",-69.8,-82.61,S
"important ",-1911.81,-1938.54,S
"re : i hav",-792.4,-876.21,S
"//this fun",-27.58,-28.28,S
"adobe phot",-562.4,-504.62,P
"vacation v",-61.23,-63.85,S
"Establishe",-587.21,-552.1,P
"contrastiv",-3162.2,-3654.27,S
"transcript",-2789.75,-2931.7,S
"work from ",-356.44,-326.84,P
"├é┬á├é┬á├é",-620.03,-594.5,P
"An old Ind",-3115.22,-3180.0,S
"Dear sir,,",-1081.46,-1020.19,P
"On Sunday,",-1316.22,-1351.82,S
"*** PLEASE",-6034.64,-5637.31,P
"global ope",-869.89,-966.15,S
"software t",-129.62,-131.56,S
"New Page 1",-973.04,-916.07,P
"re : cultu",-743.58,-855.55,S
"allocation",-247.93,-275.48,S
"dick armey",-689.75,-737.05,S
"become hap",-870.48,-819.38,P
"re [ 15 ] ",-62.35,-59.73,P
"final fina",-46.12,-51.89,S
"software f",-128.41,-123.68,P
"ever wante",-234.59,-217.2,P
"sintassi c",-1765.07,-1998.59,S
"Core Java ",-9345.52,-9789.97,S
"In a messa",-605.69,-631.84,S
"re : call ",-716.1,-674.4,P
"fx curve f",-183.84,-195.93,S
"spam mail ",-305.94,-304.06,P
"osez nous ",-310.62,-301.34,P
"  The way ",-989.01,-1041.41,S
"epc negoti",-169.95,-182.85,S
"hey guys ,",-327.37,-352.17,S
"looking fo",-119.21,-113.75,P
"empty",-8.75,-8.4,P
"Hi,Thanks ",-706.88,-753.62,S
"empty",-8.75,-8.4,P
"ouur medz ",-375.98,-349.49,P
"job : germ",-994.78,-1118.89,S
"Untitled D",-441.01,-406.39,P
"query : un",-197.45,-213.54,S
"i hope you",-324.0,-304.25,P
"eastrans n",-167.73,-173.73,S
"how does d",-955.17,-907.39,P
"[Skip Mont",-676.03,-706.45,S
"crain ' s ",-425.18,-411.24,P
"ok, in a g",-348.69,-365.52,S
"URL: http:",-242.05,-258.09,S
"good day n",-951.63,-916.01,P
"MILFhunter",-99.74,-91.39,P
"URL: http:",-239.86,-246.41,S
"re : new u",-229.23,-248.13,S
"glad i mad",-394.54,-364.97,P
" wintermut",-541.88,-547.53,S
"get reliab",-543.07,-500.9,P
"attention ",-709.78,-656.74,P
"are you re",-179.58,-158.86,P
"empty",-8.75,-8.4,P
"On Sun, 18",-264.68,-281.96,S
"Would you ",-1309.62,-1216.97,P
"8 - bit ch",-1360.3,-1455.14,S
"re : ca fo",-309.94,-338.87,S
"reply : br",-1074.23,-1026.39,P
"call for p",-462.61,-535.5,S
"foundation",-555.95,-567.67,S
"powerpoint",-35.77,-43.03,S
"On Sun, Au",-384.69,-397.36,S
"URL: http:",-52.87,-52.05,P
"> > Just c",-261.3,-275.69,S
"Merchant A",-550.14,-505.75,P
"re : fail ",-182.72,-185.95,S
"looking fo",-92.23,-103.47,S
"URL: http:",-201.97,-201.98,S
"= ? utf - ",-133.51,-121.1,P
"marathon o",-128.24,-137.05,S
"natural ga",-227.07,-237.45,S
"nymex site",-50.67,-55.62,S
"hpl nom fo",-25.53,-28.98,S
"re : an ad",-225.15,-236.3,S
"vys - make",-124.95,-117.13,P
"cornhusker",-207.85,-251.44,S
"    Cliped",-526.79,-548.84,S
"mariner - ",-85.32,-95.47,S
"special is",-545.08,-587.39,S
"paliourg ,",-379.82,-360.35,P
"clite 1 an",-701.67,-822.31,S
"gain templ",-302.62,-280.27,P
"start date",-79.14,-89.95,S
"correlatio",-314.78,-336.41,S
"the perman",-114.16,-99.8,P
"piaget , r",-111.95,-103.6,P
"re : term ",-1097.53,-1262.33,S
"medzz serv",-342.3,-322.07,P
"dental cov",-521.79,-478.84,P
"use Perl D",-163.98,-178.7,S
"Let Work F",-239.41,-228.98,P
"On Tue 30 ",-458.48,-477.48,S
"thanks ! !",-397.21,-406.28,S
"my resume ",-333.35,-361.56,S
"new employ",-109.98,-123.75,S
"caiso noti",-625.37,-658.67,S
"URL: http:",-89.67,-91.43,S
"perfect lo",-284.8,-247.89,P
"i have nev",-164.31,-156.53,P
"american d",-219.22,-239.84,S
"URL: http:",-87.47,-93.04,S
"any med fo",-179.03,-159.58,P
"Never Pay ",-521.82,-500.38,P
"URL: http:",-250.96,-252.93,S
"global sta",-284.85,-303.28,S
"re : urgen",-529.34,-577.04,S
"paliourg @",-325.62,-300.91,P
"localized ",-227.97,-203.01,P
"On Tue, 20",-1257.16,-1277.19,S
"hewlett pa",-951.01,-879.8,P
"in god we ",-959.4,-910.56,P
"conference",-1019.67,-1085.75,S
"fw : compl",-482.71,-520.09,S
"language a",-361.32,-453.64,S
"sorry but ",-896.38,-938.37,S
"fw : carr ",-466.89,-522.01,S
"management",-489.4,-528.13,S
"bank - erb",-1100.51,-1025.0,P
"mr . child",-212.78,-198.25,P
"Oh, well, ",-793.23,-841.15,S
"schedule c",-691.99,-792.94,S
"Lowest rat",-171.53,-154.01,P
"Greetings!",-1223.08,-1167.11,P
"pbs docume",-519.0,-534.64,S
"re [ 15 ] ",-62.35,-59.73,P
"vicodin * ",-211.0,-170.33,P
"URL: http:",-225.45,-224.84,P
"re : coupo",-1781.94,-1642.56,P
"Hi,You can",-11000.34,-10339.59,P
"PRESS RELE",-882.86,-897.47,S
"jm@jmason.",-542.59,-571.16,S
"Vincent Cu",-307.87,-326.55,S
"entra em w",-286.67,-256.49,P
"URL: http:",-1363.81,-1424.13,S
"reviving t",-179.23,-171.35,P
"arthur and",-2181.84,-2495.55,S
"united way",-338.49,-333.34,P
"annual con",-372.9,-391.62,S
"we created",-243.9,-228.94,P
"empty",-8.75,-8.4,P
"panenergy ",-223.27,-247.0,S
"> The prob",-193.88,-202.86,S
"fw : duke ",-900.39,-989.29,S
"enron actu",-69.99,-78.97,S
"> Sheikh A",-277.58,-287.29,S
"re : from ",-689.46,-732.01,S
"something ",-513.9,-509.38,P
"your antic",-1463.65,-1371.1,P
"query : ja",-333.72,-363.29,S
"japanese c",-1266.49,-1386.6,S
"----- Orig",-157.81,-159.39,S
"secretly r",-243.85,-219.17,P
"re : sexy ",-12.21,-10.46,P
"it is comp",-719.22,-674.14,P
"sum : urdu",-453.36,-466.77,S
"lonestar p",-84.48,-92.13,S
"back up ch",-398.41,-404.73,S
"re : enron",-243.04,-273.0,S
"uqfcavegwo",-556.74,-545.92,P
"sterling b",-3362.28,-3095.47,P
"software a",-384.15,-379.63,P
"NO MONEY D",-554.98,-510.84,P
"fw : analy",-380.56,-416.11,S
"re : sddp ",-285.73,-306.5,S
"need a gra",-257.15,-227.41,P
"ferc price",-810.04,-848.09,S
"artik bird",-230.23,-219.01,P
"your speci",-320.63,-302.31,P
"Tremendous",-267.59,-236.1,P
"out of thi",-1055.42,-957.55,P
"pathing pr",-534.04,-566.92,S
"creditfixT",-199.54,-187.36,P
"[Skip Mont",-327.22,-338.79,S
"Hallo Xxxx",-324.24,-303.0,P
"updates fo",-1528.93,-1546.82,S
"start date",-79.14,-89.95,S
"Hi folks,I",-389.89,-412.42,S
"programme ",-492.56,-590.57,S
"interview ",-465.75,-497.54,S
"finest onl",-204.48,-180.14,P
"enron ment",-10634.83,-11010.73,S
"this messa",-195.49,-182.82,P
"tilburg co",-2335.37,-2752.8,S
"Hi,I'm a c",-4688.31,-4380.72,P
"empty",-8.75,-8.4,P
"frustum xa",-139.63,-133.42,P
"URL: http:",-549.33,-580.02,S
"new ! viag",-319.54,-290.23,P
"23 rd noms",-84.58,-96.84,S
"fw : quick",-758.97,-843.04,S
"brandywine",-878.76,-984.38,S
"Depends on",-208.48,-222.74,S
"o : \ rese",-952.39,-1040.1,S
"buyback / ",-191.53,-204.29,S
"New Page 1",-108.38,-98.66,P
"http://new",-888.42,-925.73,S
"URL: http:",-126.29,-129.11,S
"promotion ",-9.56,-9.04,P
"first game",-2241.85,-2334.24,S
"start date",-79.14,-89.95,S
"from http:",-1676.85,-1711.45,S
"- - - - - ",-41.33,-48.51,S
"it was my ",-1227.84,-1258.58,S
"",-0.5,-0.93,S
"undelivere",-234.09,-233.2,P
"7th europe",-1603.86,-1860.46,S
"no more pe",-223.22,-204.32,P
"japanese r",-335.26,-357.03,S
"anybody ' ",-117.57,-103.87,P
"Use Amanda",-419.73,-444.76,S
"URL: http:",-16.19,-15.01,P
"There is N",-891.65,-834.34,P
"Dear Sir o",-384.26,-357.55,P
"british < ",-1038.38,-1113.16,S
"new versio",-290.09,-302.95,S
"' top law ",-481.27,-452.35,P
"generative",-2618.06,-3005.65,S
"fw : state",-344.7,-356.35,S
"unsecured ",-76.37,-71.16,P
"I wrote:>I",-82.07,-90.65,S
"Earn the E",-236.41,-215.78,P
"Before we ",-64.04,-69.27,S
"we are the",-221.39,-203.35,P
"Quoting Ci",-1561.43,-1594.78,S
"wellheads ",-161.81,-174.67,S
"best gen p",-41.77,-38.89,P
"winning no",-1589.09,-1507.81,P
"The Times ",-1414.45,-1440.27,S
"world wide",-708.36,-734.04,S
"we ' re gi",-37.87,-35.72,P
"├»┬┐┬¢├»┬┐",-27.19,-25.89,P
"comparativ",-1538.7,-1829.39,S
"enron / hp",-36.84,-44.5,S
"are you re",-166.05,-144.95,P
"rolex news",-687.92,-656.09,P
"On Mon, Se",-588.78,-638.03,S
"case - mar",-410.6,-440.33,S
"message fr",-99.51,-107.3,S
"this is ne",-1308.11,-1255.28,P
"hpl nom fo",-19.89,-23.36,S
"california",-741.53,-782.17,S
"esl in chi",-3772.41,-4239.0,S
"On Tue, Au",-598.37,-642.91,S
"ninety , x",-76.92,-72.42,P
"cheap onli",-290.4,-256.58,P
"it ' s not",-649.65,-582.26,P
"Forwarded-",-351.63,-345.48,P
"re : deal ",-317.44,-354.24,S
"Today's He",-2042.6,-2053.74,S
"new books ",-844.95,-972.0,S
"I've put u",-186.68,-198.41,S
"Hello! Thi",-1080.13,-1033.33,P
"we are the",-142.4,-126.32,P
"├é┬á      ",-456.75,-444.1,P
"the  black",-1104.08,-1225.81,S
"save your ",-208.6,-193.16,P
"calpine da",-186.46,-206.41,S
"update on ",-1624.72,-1749.53,S
"re : pserc",-813.06,-899.7,S
"linguistic",-222.43,-268.28,S
"fw : enw a",-525.23,-557.04,S
"On 06 Sept",-244.88,-252.35,S
"enrononlin",-786.74,-811.25,S
"bruceg imp",-323.22,-314.63,P
"the delive",-188.61,-191.62,S
"would you ",-609.31,-576.68,P
"empty",-8.75,-8.4,P
"hpl buy / ",-251.87,-260.53,S
"ATTN:SIR/M",-1082.24,-1026.76,P
"time to tr",-194.56,-175.71,P
"enron ment",-15186.93,-15757.55,S
"mid summer",-326.06,-307.93,P
"adipren 72",-560.26,-501.99,P
"re : megam",-129.12,-121.77,P
"PGP SIGNED",-848.41,-879.15,S
"enron actu",-18.67,-22.71,S
"hot stock ",-1986.59,-1836.7,P
"fw : ferc ",-3203.22,-3421.87,S
"re : silen",-1286.67,-1376.79,S
"On Mon, 16",-356.6,-389.81,S
"empty",-8.75,-8.4,P
"new staffi",-382.36,-402.59,S
"calling al",-534.02,-502.14,P
"URL: http:",-44.52,-44.24,P
"Russell Tu",-768.71,-857.9,S
"save your ",-77.14,-70.61,P
" > > hmm, ",-171.59,-182.0,S
"> It works",-355.26,-368.86,S
"norther tr",-111.7,-117.28,S
"best onlin",-216.03,-186.12,P
"fw : new _",-106.32,-118.87,S
"empty",-8.75,-8.4,P
"discounted",-136.0,-124.63,P
"empty",-8.75,-8.4,P
"> it's eng",-104.21,-112.21,S
"you want s",-176.91,-162.35,P
"> Special ",-234.93,-225.08,P
"can i get ",-41.29,-37.04,P
"re : nom /",-112.14,-123.54,S
"hello thti",-206.39,-191.63,P
"is it funn",-366.53,-364.16,P
"authentica",-2552.99,-2460.82,P
"re : proje",-1633.7,-1754.79,S
"entex cont",-94.31,-97.51,S
"Hi !My nam",-605.22,-565.81,P
"re : unive",-524.98,-609.62,S
"fw : red r",-623.23,-671.61,S
"chriiistii",-268.78,-246.54,P
"pjm rto or",-892.69,-1011.55,S
"On Sun, 1 ",-809.14,-844.87,S
"re : 6 . 1",-1362.31,-1528.33,S
"duke energ",-163.14,-176.38,S
"Secured In",-600.46,-571.93,P
"meter 385 ",-65.56,-77.61,S
" A man end",-137.57,-136.81,P
"Greetings ",-652.95,-665.47,S
"fw : maste",-1149.88,-1236.11,S
"query : em",-57.58,-65.32,S
"re : tefli",-2197.65,-2343.81,S
"risk bucke",-1407.27,-1436.47,S
"re : 3 . 4",-346.87,-384.79,S
"query abou",-214.86,-242.17,S
"charity se",-1200.93,-1115.18,P
"re : high ",-1061.13,-1115.15,S
"Shopper Ne",-499.49,-494.77,P
"Raymond L.",-1472.56,-1514.25,S
"re : enron",-777.12,-824.96,S
"We've not ",-319.86,-350.04,S
"ngx - enro",-389.91,-397.32,S
"At 11:30 A",-240.21,-250.53,S
"dgfs summe",-1016.6,-1277.51,S
"focus on p",-430.02,-407.33,P
"URL: http:",-110.27,-111.2,S
"Peter Pelt",-105.14,-117.09,S
"request fo",-491.62,-534.26,S
"URL: http:",-57.4,-62.98,S
"aaai fall ",-1880.3,-2191.16,S
"erectile d",-285.13,-255.11,P
"URL: http:",-81.77,-82.95,S
"software d",-1035.42,-1177.11,S
"tomorrow '",-5275.97,-4995.25,P
"read this ",-1318.74,-1225.67,P
"On Fri, Au",-77.76,-87.31,S
"call for d",-554.4,-621.49,S
"6th intl .",-3005.25,-3343.03,S
"simulation",-216.64,-251.45,S
"fight off ",-1750.17,-1606.26,P
"books on l",-603.47,-717.7,S
"empty",-8.75,-8.4,P
"wccfl pred",-255.73,-307.35,S
"This is th",-755.7,-741.89,P
"Some error",-1244.61,-1289.02,S
"hypermedia",-166.73,-163.63,P
"it will wo",-541.36,-478.28,P
"methanol p",-57.74,-60.74,S
"change for",-215.13,-229.46,S
"Bonjour,  ",-199.99,-204.91,S
"mojave sum",-146.55,-153.42,S
"Interestin",-92.81,-102.51,S
"On Thu, 22",-514.89,-513.27,P
"first - le",-363.1,-340.11,P
"conference",-800.76,-923.69,S
"cheap onli",-282.06,-251.17,P
"hello , he",-44.88,-40.78,P
"last longe",-560.6,-483.74,P
"re : best ",-635.28,-684.37,S
"Rohit Khar",-151.78,-158.0,S
"URL: http:",-686.77,-705.25,S
"enhance yo",-680.17,-642.54,P
"coling-acl",-1428.03,-1701.26,S
"do not los",-252.96,-222.84,P
"Cheers, Ad",-970.34,-996.95,S
"upward mov",-4269.75,-3932.92,P
"confirmati",-175.53,-184.04,S
"save up to",-1305.0,-1138.37,P
"Take Contr",-374.52,-358.23,P
"uc viagra ",-41.77,-35.17,P
"today we w",-320.36,-294.75,P
"save your ",-64.17,-58.11,P
"marshall (",-227.44,-249.88,S
"schedule g",-146.04,-157.79,S
"",-0.5,-0.93,S
"URL: http:",-100.16,-105.62,S
"sum : ling",-2316.16,-2579.75,S
"request su",-210.86,-219.02,S
"Untitled D",-117.43,-104.74,P
"viagra - p",-186.72,-175.17,P
"i take on ",-400.31,-385.96,P
"fwd : hell",-1124.09,-1181.02,S
"re : ocena",-295.5,-311.08,S
"job openin",-692.19,-791.97,S
"win a free",-311.14,-276.87,P
"re : just ",-21.55,-21.43,P
"best onlin",-240.82,-214.32,P
"doorstep -",-266.2,-283.07,S
"non - disc",-228.71,-246.82,S
"varieties ",-1454.26,-1616.4,S
"energy : n",-1507.77,-1521.62,S
"books on t",-979.0,-1075.32,S
"Update of ",-137.12,-144.09,S
"fw : pg ha",-244.56,-253.54,S
"empty",-8.75,-8.4,P
"candy supe",-183.32,-165.28,P
"su - per h",-128.01,-114.23,P
